,tweet_id,name,stage,rating_numerator,rating_denominator,rating,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,img_num,source,text,jpg_url
15,887101392804085760,None,None ,12.0,10.0,12.0,samoyed,0.733942,True,eskimo dog,0.0350295,True,staffordshire bullterrier,0.029704700000000007,True,30162,5882,1,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg
16,886983233522544640,Maya,None ,13.0,10.0,13.0,chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False,34694,7669,2,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg
17,886736880519319552,Mingus,None ,13.0,10.0,13.0,kuvasz,0.309706,True,great pyrenees,0.186136,True,dandie dinmont,0.08634630000000001,True,11885,3237,1,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg
18,886680336477933568,Derek,None ,13.0,10.0,13.0,convertible,0.738995,False,sports car,0.139952,False,car wheel,0.0441727,False,22141,4400,1,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg
19,886366144734445568,Roscoe,pupper,12.0,10.0,12.0,french bulldog,0.999201,True,chihuahua,0.000361178,True,boston bull,7.55616e-05,True,20899,3153,1,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
20,885984800019947520,Jimbo,None ,12.0,10.0,12.0,blenheim spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese mountain dog,0.00623915,True,32241,6704,1,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg
21,885528943205470208,Maisey,None ,13.0,10.0,13.0,pug,0.369275,True,labrador retriever,0.265835,True,kuvasz,0.134697,True,35510,6338,1,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg
22,885311592912609280,Lilly,None ,13.0,10.0,13.0,labrador retriever,0.908703,True,seat belt,0.0570909,False,pug,0.0119335,True,0,18329,1,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well ,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg
23,885167619883638784,None,None ,13.0,10.0,13.0,malamute,0.8124819999999999,True,siberian husky,0.0717125,True,eskimo dog,0.0557697,True,21637,4321,4,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg
24,884562892145688576,Kevin,None ,13.0,10.0,13.0,pug,0.5464060000000001,True,french bulldog,0.404291,True,brabancon griffon,0.0440019,True,23995,4687,1,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg
25,884441805382717440,None,None ,14.0,10.0,14.0,pembroke,0.993225,True,cardigan,0.00321648,True,chihuahua,0.00208089,True,26644,5577,1,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg
26,883482846933004288,Bella,None ,5.0,10.0,5.0,golden retriever,0.943082,True,labrador retriever,0.032409,True,kuvasz,0.00550072,True,45347,9824,1,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
27,883117836046086144,None,None ,13.0,10.0,13.0,golden retriever,0.949562,True,labrador retriever,0.045947900000000014,True,kuvasz,0.00247094,True,36709,6586,2,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
28,882992080364220416,Rusty,None ,13.0,10.0,13.0,eskimo dog,0.466778,True,siberian husky,0.406044,True,dingo,0.07341439999999999,False,23655,3868,1,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
29,882762694511734784,Gus,pupper,12.0,10.0,12.0,labrador retriever,0.85005,True,chesapeake bay retriever,0.074257,True,flat-coated retriever,0.015579399999999997,True,27951,4855,1,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
30,882627270321602560,Stanley,None ,13.0,10.0,13.0,pembroke,0.542982,True,chihuahua,0.251988,True,cardigan,0.107699,True,27556,6005,1,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
31,882268110199369728,Alfy,None ,13.0,10.0,13.0,golden retriever,0.762211,True,labrador retriever,0.0989849,True,cocker spaniel,0.0171995,True,44376,11450,1,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
32,881666595344535552,Gary,None ,13.0,10.0,13.0,saluki,0.529012,True,afghan hound,0.25000300000000003,True,golden retriever,0.16073900000000002,True,49934,10534,1,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
33,881268444196462592,Elliot,None ,12.0,10.0,12.0,tusker,0.473303,False,indian elephant,0.245646,False,ibex,0.0556607,False,22790,5106,1,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg
34,880872448815771648,None,None ,12.0,10.0,12.0,pembroke,0.791416,True,norwich terrier,0.0613929,True,chihuahua,0.0337257,True,21008,3770,1,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
35,880465832366813184,Bella,None ,12.0,10.0,12.0,golden retriever,0.913255,True,labrador retriever,0.0263286,True,cocker spaniel,0.00937082,True,28173,6204,1,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
36,880221127280381952,Jesse,None ,12.0,10.0,12.0,chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,26726,4168,1,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
37,879862464715927552,Romeo,None ,13.0,10.0,13.0,basset,0.813507,True,beagle,0.146654,True,cocker spaniel,0.00948502,True,22045,3456,3,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
38,879492040517615616,Bailey,None ,12.0,10.0,12.0,german short-haired pointer,0.479896,True,vizsla,0.124353,True,bath towel,0.0733202,False,23123,3147,1,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
39,879376492567855104,Jack,None ,12.0,10.0,12.0,tricycle,0.663601,False,labrador retriever,0.0334961,True,pembroke,0.0188266,True,16565,3086,1,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
40,879050749262655488,Steven,None ,11.0,10.0,11.0,tabby,0.311861,False,window screen,0.169123,False,egyptian cat,0.132932,False,22288,4671,1,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg
41,878281511006478336,Shadow,None ,13.0,10.0,13.0,basset,0.32042,True,collie,0.215975,True,appenzeller,0.12850699999999998,True,7652,1275,1,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
42,878057613040115712,Emmy,None ,14.0,10.0,14.0,french bulldog,0.839097,True,boston bull,0.07879939999999999,True,toy terrier,0.0152434,True,41534,6749,1,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
43,877736472329191424,Aja,None ,13.0,10.0,13.0,chesapeake bay retriever,0.8379559999999999,True,labrador retriever,0.0620342,True,weimaraner,0.0405991,True,78787,18884,2,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
44,877611172832227328,None,pupper,14.0,10.0,14.0,irish setter,0.364729,True,golden retriever,0.202907,True,irish terrier,0.107473,True,0,80,1,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 ,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg
45,877556246731214848,Penny,None ,12.0,10.0,12.0,basset,0.995368,True,welsh springer spaniel,0.00193621,True,bathtub,0.000467919,False,22445,3771,1,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
46,877201837425926144,Nelly,None ,12.0,10.0,12.0,pembroke,0.93112,True,cardigan,0.0686982,True,basenji,8.17379e-05,True,26800,5528,1,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
47,876838120628539392,Ginger,pupper,12.0,10.0,12.0,bloodhound,0.575751,True,redbone,0.24097,True,tibetan mastiff,0.08893480000000001,True,20429,3311,1,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
48,876484053909872640,Benedict,None ,13.0,10.0,13.0,golden retriever,0.874566,True,irish terrier,0.0373542,True,chow,0.016723599999999998,True,18539,2378,1,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
49,876120275196170240,Venti,None ,13.0,10.0,13.0,bernese mountain dog,0.534327,True,saint bernard,0.346312,True,greater swiss mountain dog,0.0949327,True,27595,4655,1,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
50,875747767867523072,Goose,None ,13.0,10.0,13.0,labrador retriever,0.799551,True,chesapeake bay retriever,0.179975,True,vizsla,0.0046176,True,24897,4256,1,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
51,875144289856114688,Nugget,None ,13.0,10.0,13.0,siberian husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False,21672,4888,1,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
52,875021211251597312,None,None ,12.0,10.0,12.0,west highland white terrier,0.7143189999999999,True,siberian husky,0.0919133,True,great pyrenees,0.0460382,True,25184,4679,2,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg
53,874680097055178752,Cash,None ,12.0,10.0,12.0,labrador retriever,0.836052,True,staffordshire bullterrier,0.0470691,True,beagle,0.0360071,True,27524,4610,1,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
54,874296783580663808,Jed,pupper,13.0,10.0,13.0,cocker spaniel,0.437216,True,miniature poodle,0.277191,True,toy poodle,0.157402,True,25782,4083,1,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
55,874057562936811520,None,None ,12.0,10.0,12.0,flat-coated retriever,0.8321770000000001,True,black-and-tan coonhound,0.040436900000000005,True,newfoundland,0.0282283,True,22416,3932,1,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg
56,874012996292530176,Sebastian,puppo,13.0,10.0,13.0,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True,34252,10357,2,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
57,873213775632977920,Sierra,pupper,12.0,10.0,12.0,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeake bay retriever,0.0126763,True,7168,1580,1,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
58,872967104147763200,None,doggo,12.0,10.0,12.0,labrador retriever,0.476913,True,chesapeake bay retriever,0.174145,True,german short-haired pointer,0.0928614,True,27116,5385,2,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg
59,872820683541237760,None,None ,13.0,10.0,13.0,pug,0.99912,True,french bulldog,0.00055192,True,bull mastiff,7.28904e-05,True,14571,3681,3,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg
60,872620804844003328,Monkey,None ,13.0,10.0,13.0,cocker spaniel,0.513191,True,sussex spaniel,0.159088,True,standard poodle,0.149509,True,20599,3686,1,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg
61,872486979161796608,None,None ,12.0,10.0,12.0,pembroke,0.931861,True,cardigan,0.0377212,True,chihuahua,0.0119667,True,40333,8978,1,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg
62,870804317367881728,None,None ,11.0,10.0,11.0,home theater,0.16829000000000002,False,sandbar,0.0980404,False,television,0.07972939999999999,False,33430,6211,1,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg
63,870374049280663552,Zoey,None ,13.0,10.0,13.0,golden retriever,0.841001,True,great pyrenees,0.0992784,True,labrador retriever,0.0326213,True,82300,26269,1,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg
64,869772420881756160,Dewey,None ,13.0,10.0,13.0,pembroke,0.980148,True,cardigan,0.0192711,True,malamute,0.00013626,True,42266,10067,1,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg
65,869227993411051520,Gizmo,None ,13.0,10.0,13.0,pembroke,0.664181,True,chihuahua,0.169234,True,cardigan,0.1327,True,20382,3803,1,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg
66,868622495443632128,None,None ,13.0,10.0,13.0,labrador retriever,0.868107,True,great pyrenees,0.060973,True,saint bernard,0.0334889,True,26844,5474,1,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg
67,868552278524837888,Cooper,None ,12.0,10.0,12.0,whippet,0.378151,True,italian greyhound,0.275935,True,american staffordshire terrier,0.0949906,True,10129,2111,1,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

",https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg
68,867900495410671616,None,None ,12.0,10.0,12.0,labrador retriever,0.522644,True,kuvasz,0.332461,True,dalmatian,0.0320081,True,24184,4211,1,Twitter for iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg
69,867051520902168576,None,None ,13.0,10.0,13.0,samoyed,0.471403,True,pekinese,0.302219,True,pomeranian,0.156606,True,32275,7945,1,Twitter for iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg
70,866686824827068416,Lili,None ,12.0,10.0,12.0,flat-coated retriever,0.51473,True,groenendael,0.30640700000000004,True,curly-coated retriever,0.0613141,True,19372,3529,1,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg
71,865718153858494464,Boomer,None ,13.0,10.0,13.0,golden retriever,0.673664,True,kuvasz,0.157523,True,labrador retriever,0.126073,True,25710,5686,1,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg
72,865359393868664832,Sammy,None ,13.0,10.0,13.0,chesapeake bay retriever,0.832435,True,labrador retriever,0.163551,True,weimaraner,0.00277025,True,26582,5068,2,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg
73,865006731092295680,Nelly,None ,13.0,10.0,13.0,pembroke,0.989882,True,cardigan,0.00990646,True,basenji,0.000134952,True,28146,7796,1,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg
74,864873206498414592,None,None ,14.0,10.0,14.0,pole,0.478616,False,lakeside,0.114182,False,wreck,0.0559265,False,32461,8840,2,Twitter for iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 ,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg
75,864279568663928832,Meatball,None ,12.0,10.0,12.0,bull mastiff,0.668613,True,french bulldog,0.180562,True,staffordshire bullterrier,0.0522374,True,14708,3088,1,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg
76,864197398364647424,Paisley,None ,13.0,10.0,13.0,golden retriever,0.945905,True,labrador retriever,0.0212636,True,tibetan mastiff,0.0204928,True,30344,9091,4,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg
77,863062471531167744,Quinn,None ,13.0,10.0,13.0,french bulldog,0.935804,True,pug,0.0595762,True,boxer,0.00141218,True,8595,2502,2,Twitter for iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

",https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg
78,862831371563274240,Zooey,None ,13.0,10.0,13.0,australian terrier,0.207281,True,irish terrier,0.156296,True,german shepherd,0.123536,True,19324,5179,2,Twitter for iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey ",https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg
79,862457590147678208,Jersey,None ,13.0,10.0,13.0,home theater,0.496348,False,studio couch,0.167256,False,barber chair,0.052625,False,20725,5052,1,Twitter for iPhone,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 ",https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg
